t,I
185.1851851851852,1
186.1861861861862,1
187.1871871871872,1
188.1881881881882,1
189.1891891891892,1
190.1901901901902,1
191.1911911911912,1
192.1921921921922,1
193.19319319319322,1
194.1941941941942,1
195.19519519519523,1
196.1961961961962,1
197.19719719719723,1
198.1981981981982,1
199.19919919919923,1
200.20020020020021,1
201.20120120120123,1
202.20220220220222,1
203.20320320320323,1
204.20420420420422,1
205.20520520520523,1
206.20620620620622,1
207.20720720720723,1
208.20820820820822,1
209.20920920920923,1
210.21021021021022,1
211.21121121121124,1
212.21221221221222,1
213.21321321321324,1
214.21421421421422,1
215.21521521521524,1
216.21621621621622,1
217.21721721721724,1
218.21821821821823,1
219.21921921921924,1
220.22022022022023,1
221.22122122122124,1
222.22222222222223,1
223.22322322322324,1
224.22422422422426,1
225.22522522522524,1
226.22622622622626,1
227.22722722722725,1
228.22822822822826,1
229.22922922922925,1
230.23023023023026,1
231.23123123123125,1
232.23223223223226,1
233.23323323323325,1
234.23423423423426,1
235.23523523523525,1
236.23623623623627,1
237.23723723723725,1
238.23823823823827,1
239.23923923923925,1
240.24024024024027,1
241.24124124124126,1
242.24224224224227,1
243.24324324324326,1
244.24424424424427,1
245.24524524524526,1
246.24624624624627,1
247.24724724724726,1
248.24824824824827,1
249.24924924924926,1
250.25025025025028,1
251.25125125125126,1
252.25225225225228,1
253.25325325325326,1
254.25425425425428,1
255.25525525525526,1
256.2562562562563,1
257.25725725725727,1
258.2582582582583,1
259.2592592592593,1
260.2602602602603,1
261.26126126126127,1
262.2622622622623,1
263.2632632632633,1
264.2642642642643,1
265.26526526526527,1
266.2662662662663,1
267.2672672672673,1
268.2682682682683,1
269.2692692692693,1
270.2702702702703,1
271.2712712712713,1
272.2722722722723,1
273.2732732732733,1
274.2742742742743,1
275.2752752752753,1
276.2762762762763,1
277.2772772772773,1
278.2782782782783,1
279.2792792792793,1
280.2802802802803,1
281.2812812812813,1
282.2822822822823,1
283.2832832832833,1
284.2842842842843,1
285.2852852852853,1
286.2862862862863,1
287.2872872872873,1
288.2882882882883,1
289.28928928928934,1
290.29029029029033,1
291.2912912912913,1
292.2922922922923,1
293.29329329329335,1
294.29429429429433,1
295.2952952952953,1
296.2962962962963,1
297.29729729729735,1
298.29829829829833,1
299.2992992992993,1
300.3003003003003,1
301.30130130130135,1
302.30230230230234,1
303.3033033033033,1
304.3043043043043,1
305.30530530530535,1
306.30630630630634,1
307.3073073073073,1
308.3083083083083,1
309.30930930930936,1
310.31031031031034,1
311.31131131131133,1
312.3123123123123,1
313.31331331331336,1
314.31431431431434,1
315.31531531531533,1
316.3163163163163,1
317.31731731731736,1
318.31831831831835,1
319.31931931931933,1
320.3203203203203,1
321.32132132132136,1
322.32232232232235,1
323.32332332332334,1
324.3243243243244,1
325.32532532532537,1
326.32632632632635,1
327.32732732732734,1
328.3283283283284,1
329.32932932932937,1
330.33033033033036,1
331.33133133133134,1
332.3323323323324,1
333.33333333333337,1
334.33433433433436,1
335.33533533533534,1
336.3363363363364,1
337.3373373373374,1
338.33833833833836,1
339.33933933933935,1
340.3403403403404,1
341.3413413413414,1
342.34234234234236,1
343.34334334334335,1
344.3443443443444,1
345.3453453453454,1
346.34634634634637,1
347.34734734734735,1
348.3483483483484,1
349.3493493493494,1
350.35035035035037,1
351.35135135135135,1
352.3523523523524,1
353.3533533533534,1
354.35435435435437,1
355.3553553553554,1
356.3563563563564,1
357.3573573573574,1
358.3583583583584,1
359.3593593593594,1
360.3603603603604,1
361.3613613613614,1
362.3623623623624,1
363.3633633633634,1
364.3643643643644,1
365.3653653653654,1
366.3663663663664,1
367.3673673673674,1
368.3683683683684,1
369.3693693693694,1
370.3703703703704,1
371.3713713713714,1
372.3723723723724,1
373.3733733733734,1
374.3743743743744,1
375.3753753753754,1
376.3763763763764,1
377.3773773773774,1
378.3783783783784,1
379.37937937937943,1
380.3803803803804,1
381.3813813813814,1
382.3823823823824,1
383.38338338338343,1
384.3843843843844,1
385.3853853853854,1
386.38638638638645,1
387.38738738738743,1
388.3883883883884,1
389.3893893893894,1
390.39039039039045,1
391.39139139139144,1
392.3923923923924,1
393.3933933933934,1
394.39439439439445,1
395.39539539539544,1
396.3963963963964,1
397.3973973973974,1
398.39839839839846,1
399.39939939939944,1
400.40040040040043,1
401.4014014014014,1
402.40240240240246,1
403.40340340340344,1
404.40440440440443,1
405.4054054054054,1
406.40640640640646,1
407.40740740740745,1
408.40840840840843,1
409.4094094094094,1
410.41041041041046,1
411.41141141141145,1
412.41241241241244,1
413.4134134134134,1
414.41441441441447,1
415.41541541541545,1
416.41641641641644,1
417.4174174174175,1
418.41841841841847,1
419.41941941941946,1
420.42042042042044,1
421.4214214214215,1
422.42242242242247,1
423.42342342342346,1
424.42442442442444,1
425.4254254254255,1
426.4264264264265,1
427.42742742742746,1
428.42842842842845,1
429.4294294294295,1
430.4304304304305,1
431.43143143143146,1
432.43243243243245,1
433.4334334334335,1
434.4344344344345,1
435.43543543543547,1
436.43643643643645,1
437.4374374374375,1
438.4384384384385,1
439.43943943943947,1
440.44044044044045,1
441.4414414414415,1
442.4424424424425,1
443.44344344344347,1
444.44444444444446,1
445.4454454454455,1
446.4464464464465,1
447.4474474474475,1
448.4484484484485,1
449.4494494494495,1
450.4504504504505,1
451.4514514514515,1
452.4524524524525,1
453.4534534534535,1
454.4544544544545,1
455.4554554554555,1
456.4564564564565,1
457.4574574574575,1
458.4584584584585,1
459.4594594594595,1
460.4604604604605,1
461.4614614614615,1
462.4624624624625,1
463.4634634634635,1
464.4644644644645,1
465.4654654654655,1
466.4664664664665,1
467.4674674674675,1
468.46846846846853,1
469.4694694694695,1
470.4704704704705,1
471.4714714714715,1
472.47247247247253,1
473.4734734734735,1
474.4744744744745,1
475.4754754754755,1
476.47647647647653,1
477.4774774774775,1
478.4784784784785,1
479.4794794794795,1
480.48048048048054,1
481.4814814814815,1
482.4824824824825,1
483.48348348348355,1
484.48448448448454,1
485.4854854854855,1
486.4864864864865,1
487.48748748748756,1
488.48848848848854,1
489.48948948948953,1
490.4904904904905,1
491.49149149149156,1
492.49249249249254,1
493.49349349349353,1
494.4944944944945,1
495.49549549549556,1
496.49649649649655,1
497.49749749749753,1
498.4984984984985,1
499.49949949949956,1
500.50050050050055,1
501.50150150150154,1
502.5025025025025,1
503.50350350350357,1
504.50450450450455,1
505.50550550550554,1
506.5065065065065,1
507.50750750750757,1
508.50850850850856,1
509.50950950950954,1
510.5105105105105,1
511.51151151151157,1
512.5125125125126,1
513.5135135135135,1
514.5145145145145,1
515.5155155155155,1
516.5165165165166,1
517.5175175175176,1
518.5185185185186,1
519.5195195195196,1
520.5205205205206,1
521.5215215215215,1
522.5225225225225,1
523.5235235235235,1
524.5245245245246,1
525.5255255255256,1
526.5265265265266,1
527.5275275275276,1
528.5285285285286,1
529.5295295295296,1
530.5305305305305,1
531.5315315315315,1
532.5325325325326,1
533.5335335335336,1
534.5345345345346,1
535.5355355355356,1
536.5365365365366,1
537.5375375375376,1
538.5385385385385,1
539.5395395395395,1
540.5405405405406,1
541.5415415415416,1
542.5425425425426,1
543.5435435435436,1
544.5445445445446,1
545.5455455455456,1
546.5465465465466,1
547.5475475475477,1
548.5485485485486,1
549.5495495495496,1
550.5505505505506,1
551.5515515515516,1
552.5525525525526,1
553.5535535535536,1
554.5545545545546,1
555.5555555555557,1
556.5565565565566,1
557.5575575575576,1
558.5585585585586,1
559.5595595595596,1
560.5605605605606,1
561.5615615615616,1
562.5625625625626,1
563.5635635635637,1
564.5645645645646,1
565.5655655655656,1
566.5665665665666,1
567.5675675675676,1
568.5685685685686,1
569.5695695695696,1
570.5705705705706,1
571.5715715715717,1
572.5725725725727,1
573.5735735735736,1
574.5745745745746,1
575.5755755755756,1
576.5765765765766,1
577.5775775775776,1
578.5785785785787,1
579.5795795795797,1
580.5805805805807,1
581.5815815815816,1
582.5825825825826,1
583.5835835835836,1
584.5845845845846,1
585.5855855855856,1
586.5865865865867,1
587.5875875875877,1
588.5885885885887,1
589.5895895895897,1
590.5905905905906,1
591.5915915915916,1
592.5925925925926,1
593.5935935935936,1
594.5945945945947,1
595.5955955955957,1
596.5965965965967,1
597.5975975975977,1
598.5985985985986,1
599.5995995995996,1
600.6006006006006,1
601.6016016016016,1
602.6026026026027,1
603.6036036036037,1
604.6046046046047,1
605.6056056056057,1
606.6066066066066,1
607.6076076076076,1
608.6086086086086,1
609.6096096096097,1
610.6106106106107,1
611.6116116116117,1
612.6126126126127,1
613.6136136136137,1
614.6146146146147,1
615.6156156156156,1
616.6166166166166,1
617.6176176176177,1
618.6186186186187,1
619.6196196196197,1
620.6206206206207,1
621.6216216216217,1
622.6226226226227,1
623.6236236236236,1
624.6246246246246,1
625.6256256256257,1
626.6266266266267,1
627.6276276276277,1
628.6286286286287,1
629.6296296296297,1
630.6306306306307,1
631.6316316316316,1
632.6326326326326,1
633.6336336336337,1
634.6346346346347,1
635.6356356356357,1
636.6366366366367,1
637.6376376376377,1
638.6386386386387,1
639.6396396396397,1
640.6406406406406,1
641.6416416416417,1
642.6426426426427,1
643.6436436436437,1
644.6446446446447,1
645.6456456456457,1
646.6466466466467,1
647.6476476476477,1
648.6486486486488,1
649.6496496496497,1
650.6506506506507,1
651.6516516516517,1
652.6526526526527,1
653.6536536536537,1
654.6546546546547,1
655.6556556556557,1
656.6566566566568,1
657.6576576576578,1
658.6586586586587,1
659.6596596596597,1
660.6606606606607,1
661.6616616616617,1
662.6626626626627,1
663.6636636636637,1
664.6646646646648,1
665.6656656656658,1
666.6666666666667,1
667.6676676676677,1
668.6686686686687,1
669.6696696696697,1
670.6706706706707,1
671.6716716716717,1
672.6726726726728,1
673.6736736736738,1
674.6746746746747,1
675.6756756756757,1
676.6766766766767,1
677.6776776776777,1
678.6786786786787,1
679.6796796796798,1
680.6806806806808,1
681.6816816816818,1
682.6826826826828,1
683.6836836836837,1
684.6846846846847,1
685.6856856856857,1
686.6866866866867,1
687.6876876876878,1
688.6886886886888,1
689.6896896896898,1
690.6906906906908,1
691.6916916916917,1
692.6926926926927,1
693.6936936936937,1
694.6946946946947,1
695.6956956956958,1
696.6966966966968,1
697.6976976976978,1
698.6986986986988,1
699.6996996996997,1
700.7007007007007,1
701.7017017017017,1
702.7027027027027,1
703.7037037037038,1
704.7047047047048,1
705.7057057057058,1
706.7067067067068,1
707.7077077077078,1
708.7087087087087,1
709.7097097097097,1
710.7107107107108,1
711.7117117117118,1
712.7127127127128,1
713.7137137137138,1
714.7147147147148,1
715.7157157157158,1
716.7167167167167,1
717.7177177177177,1
718.7187187187188,1
719.7197197197198,1
720.7207207207208,1
721.7217217217218,1
722.7227227227228,1
723.7237237237238,1
724.7247247247248,1
725.7257257257257,1
726.7267267267268,1
727.7277277277278,1
728.7287287287288,1
729.7297297297298,1
730.7307307307308,1
731.7317317317318,1
732.7327327327328,1
733.7337337337337,1
734.7347347347348,1
735.7357357357358,1
736.7367367367368,1
737.7377377377378,1
738.7387387387388,1
739.7397397397398,1
740.7407407407408,1
741.7417417417419,1
742.7427427427428,1
743.7437437437438,1
744.7447447447448,1
745.7457457457458,1
746.7467467467468,1
747.7477477477478,1
748.7487487487488,1
749.7497497497499,1
750.7507507507509,1
751.7517517517518,1
752.7527527527528,1
753.7537537537538,1
754.7547547547548,1
755.7557557557558,1
756.7567567567568,1
757.7577577577579,1
758.7587587587589,1
759.7597597597598,1
760.7607607607608,1
761.7617617617618,1
762.7627627627628,1
763.7637637637638,1
764.7647647647648,1
765.7657657657659,1
766.7667667667669,1
767.7677677677679,1
768.7687687687688,1
769.7697697697698,1
770.7707707707708,1
771.7717717717718,1
772.7727727727729,1
773.7737737737739,1
774.7747747747749,1
775.7757757757759,1
776.7767767767768,1
777.7777777777778,1
778.7787787787788,1
779.7797797797798,1
780.7807807807809,1
781.7817817817819,1
782.7827827827829,1
783.7837837837839,1
784.7847847847848,1
785.7857857857858,1
786.7867867867868,1
787.7877877877878,1
788.7887887887889,1
789.7897897897899,1
790.7907907907909,1
791.7917917917919,1
792.7927927927929,1
793.7937937937938,1
794.7947947947948,1
795.7957957957958,1
796.7967967967969,1
797.7977977977979,1
798.7987987987989,1
799.7997997997999,1
800.8008008008009,1
801.8018018018018,1
802.8028028028028,1
803.8038038038039,1
804.8048048048049,1
805.8058058058059,1
806.8068068068069,1
807.8078078078079,1
808.8088088088089,1
809.8098098098098,1
810.8108108108108,1
811.8118118118119,1
812.8128128128129,1
813.8138138138139,1
814.8148148148149,1
815.8158158158159,1
816.8168168168169,1
817.8178178178179,1
818.8188188188188,1
819.8198198198199,1
820.8208208208209,1
821.8218218218219,1
822.8228228228229,1
823.8238238238239,1
824.8248248248249,1
825.8258258258259,1
826.8268268268268,1
827.827827827828,1
828.8288288288289,1
829.8298298298299,1
830.8308308308309,1
831.8318318318319,1
832.8328328328329,1
833.8338338338339,1
834.834834834835,1
835.835835835836,1
836.8368368368369,1
837.8378378378379,1
838.8388388388389,1
839.8398398398399,1
840.8408408408409,1
841.8418418418419,1
842.842842842843,1
843.843843843844,1
844.8448448448449,1
845.8458458458459,1
846.8468468468469,1
847.8478478478479,1
848.8488488488489,1
849.8498498498499,1
850.850850850851,1
851.851851851852,1
852.852852852853,1
853.8538538538539,1
854.8548548548549,1
855.8558558558559,1
856.8568568568569,1
857.8578578578579,1
858.858858858859,1
859.85985985986,1
860.860860860861,1
861.8618618618619,1
862.8628628628629,1
863.8638638638639,1
864.8648648648649,1
865.865865865866,1
866.866866866867,1
867.867867867868,1
868.868868868869,1
869.86986986987,1
870.8708708708709,1
871.8718718718719,1
872.8728728728729,1
873.873873873874,1
874.874874874875,1
875.875875875876,1
876.876876876877,1
877.877877877878,1
878.8788788788789,1
879.8798798798799,1
880.8808808808809,1
881.881881881882,1
882.882882882883,1
883.883883883884,1
884.884884884885,1
885.885885885886,1
886.8868868868869,1
887.8878878878879,1
888.8888888888889,1
889.88988988989,1
890.890890890891,1
891.891891891892,1
892.892892892893,1
893.893893893894,1
894.894894894895,1
895.8958958958959,1
896.896896896897,1
897.897897897898,1
898.898898898899,1
899.8998998999,1
900.900900900901,1
901.901901901902,1
902.902902902903,1
903.9039039039039,1
904.904904904905,1
905.905905905906,1
906.906906906907,1
907.907907907908,1
908.908908908909,1
909.90990990991,1
910.910910910911,1
911.911911911912,1
912.912912912913,1
913.913913913914,1
914.914914914915,1
915.915915915916,1
916.916916916917,1
917.917917917918,1
918.918918918919,1
919.91991991992,1
920.920920920921,1
921.921921921922,1
922.922922922923,1
923.923923923924,1
924.924924924925,1
925.925925925926,1
926.926926926927,1
927.927927927928,1
928.928928928929,1
929.92992992993,1
930.930930930931,1
931.931931931932,1
932.932932932933,1
933.933933933934,1
934.934934934935,1
935.9359359359361,1
936.9369369369371,1
937.937937937938,1
938.938938938939,1
939.93993993994,1
940.940940940941,1
941.941941941942,1
942.942942942943,1
943.9439439439441,1
944.9449449449451,1
945.945945945946,1
946.946946946947,1
947.947947947948,1
948.948948948949,1
949.94994994995,1
950.950950950951,1
951.9519519519521,1
952.9529529529531,1
953.953953953954,1
954.954954954955,1
955.955955955956,1
956.956956956957,1
957.957957957958,1
958.958958958959,1
959.9599599599601,1
960.9609609609611,1
961.9619619619621,1
962.962962962963,1
963.963963963964,1
964.964964964965,1
965.965965965966,1
966.9669669669671,1
967.9679679679681,1
968.9689689689691,1
969.9699699699701,1
970.970970970971,1
971.971971971972,1
972.972972972973,1
973.973973973974,1
974.9749749749751,1
975.9759759759761,1
976.9769769769771,1
977.9779779779781,1
978.9789789789791,1
979.97997997998,1
980.980980980981,1
981.981981981982,1
982.9829829829831,1
983.9839839839841,1
984.9849849849851,1
985.9859859859861,1
986.9869869869871,1
987.987987987988,1
988.988988988989,1
989.98998998999,1
990.9909909909911,1
991.9919919919921,1
992.9929929929931,1
993.9939939939941,1
994.9949949949951,1
995.995995995996,1
996.996996996997,1
997.9979979979981,1
998.9989989989991,1
1000.0,1
